	A1	A2	A3	B1	B2	B3	C1	C2	C3	D1	D2	D3	E1	E2	E3	F1	F2	F3
OTU_1764	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	0	0	0
OTU_1909	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2
OTU_2267	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0
OTU_3310	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
OTU_3606	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0
OTU_3708	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0
OTU_2623	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_3733	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0
OTU_3867	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_4031	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4045	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
OTU_1402	5	7	3	2	1	3	3	10	8	1	3	2	2	1	1	1	4	3
OTU_542	8	7	5	4	1	5	8	12	4	5	3	1	5	2	7	4	4	7
OTU_544	7	7	3	9	7	3	9	13	6	11	7	3	5	7	10	6	9	11
OTU_360	8	8	10	3	0	4	11	17	12	9	7	0	15	5	20	3	5	2
OTU_565	3	10	9	2	1	0	2	9	4	1	3	0	6	2	8	1	1	5
OTU_645	13	15	5	2	0	2	6	6	8	3	2	1	5	8	16	4	3	0
OTU_706	3	1	0	1	5	1	2	1	2	0	1	1	4	3	4	6	5	2
OTU_1282	1	2	1	7	0	3	0	2	3	4	4	0	1	4	3	4	1	0
OTU_1339	2	4	1	4	4	3	0	3	0	3	0	3	0	2	1	2	3	2
OTU_1117	1	1	0	6	8	7	0	3	1	6	4	0	0	1	1	2	0	1
OTU_1192	0	5	2	0	3	1	0	0	2	6	1	3	1	0	4	3	3	3
OTU_899	2	4	6	0	0	0	3	5	1	4	2	1	0	1	10	3	0	1
OTU_971	6	4	1	2	1	1	0	4	0	4	0	1	5	2	0	0	0	2
OTU_1416	3	3	2	2	0	1	2	0	1	0	0	0	2	0	1	0	2	0
OTU_872	0	2	1	0	0	1	0	0	2	4	1	0	4	2	11	0	0	1
OTU_990	0	2	0	0	0	0	1	3	1	1	0	0	3	0	1	4	2	0
OTU_2007	1	0	0	1	1	0	0	0	1	0	0	0	0	0	1	2	1	0
OTU_3213	0	0	0	2	2	0	0	0	0	0	1	1	1	0	0	1	0	1
OTU_1656	0	0	0	2	0	1	0	0	0	1	0	0	0	1	0	1	0	2
OTU_1944	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	1
OTU_1917	0	3	0	0	0	0	0	0	0	1	0	0	3	2	4	0	0	0
OTU_2277	0	0	0	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0
OTU_3498	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1
OTU_2096	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
OTU_3851	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_1265	3	1	2	3	1	2	7	2	9	6	2	1	1	4	2	2	2	2
OTU_738	9	14	8	5	4	4	2	8	11	3	1	2	18	5	19	2	2	2
OTU_1417	3	3	1	0	0	4	2	4	4	4	2	1	1	7	7	1	3	6
OTU_1610	6	5	2	0	0	4	5	10	5	1	0	2	5	3	1	4	3	2
OTU_2129	3	5	2	1	0	0	8	6	3	2	2	2	3	1	2	0	2	4
OTU_1168	1	4	2	0	1	5	4	1	2	1	0	0	0	0	1	0	3	1
OTU_1381	3	2	2	0	4	2	4	1	2	0	0	0	1	3	3	0	0	2
OTU_1401	2	1	4	0	1	0	0	0	1	1	2	0	3	1	7	0	1	3
OTU_1424	0	1	0	1	1	2	2	2	1	4	1	0	0	1	0	1	0	1
OTU_1249	6	4	0	2	0	1	4	2	1	3	0	0	5	0	4	0	1	0
OTU_1589	1	3	1	1	0	1	2	1	0	1	0	0	2	1	0	1	0	0
OTU_1500	0	0	1	1	1	0	0	1	1	1	1	0	0	1	0	1	1	0
OTU_2057	0	0	2	1	0	4	4	1	2	1	0	0	0	2	0	0	5	1
OTU_2310	0	1	0	0	0	2	1	1	1	0	0	0	0	3	2	1	1	0
OTU_2103	0	1	1	0	2	0	1	0	3	3	0	0	1	0	0	0	0	0
OTU_2289	2	0	0	1	0	0	0	0	1	2	0	0	0	0	0	1	0	1
OTU_2692	1	0	0	0	0	0	0	2	0	1	0	0	1	1	0	1	0	0
OTU_2704	0	1	1	0	0	0	0	0	4	1	0	0	1	4	0	0	0	0
OTU_3097	0	1	0	0	0	1	1	0	1	0	0	0	2	1	0	0	0	0
OTU_1829	0	1	0	0	0	0	1	0	2	0	1	0	0	0	0	0	1	0
OTU_2978	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2
OTU_2545	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0
OTU_2622	0	1	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	1
OTU_2655	0	0	0	0	0	0	0	0	1	1	0	0	1	2	0	0	0	0
OTU_3009	0	0	0	4	1	0	0	0	0	1	0	0	0	0	0	1	0	0
OTU_3662	0	0	0	0	0	0	2	0	0	0	1	0	2	0	1	0	0	0
OTU_3897	1	2	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0
OTU_2658	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
OTU_3235	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
OTU_3342	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0
OTU_3405	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0
OTU_3578	0	0	0	0	0	0	1	0	0	3	0	0	0	0	2	0	0	0
OTU_3870	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_2219	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
OTU_2645	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
OTU_3031	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_3125	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0
OTU_3231	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3924	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_1312	3	1	1	0	0	1	0	1	1	1	1	1	0	2	2	4	4	2
OTU_1477	0	0	0	1	0	2	1	4	2	2	2	0	3	0	1	1	2	3
OTU_858	2	0	0	1	3	0	0	0	0	1	5	2	2	2	4	2	2	2
OTU_1536	0	0	0	0	4	1	0	3	4	1	2	0	1	1	0	0	0	0
OTU_1728	2	4	0	2	0	0	0	0	3	3	1	0	0	3	3	0	0	0
OTU_2753	0	0	0	2	1	1	1	1	1	1	1	0	0	0	0	0	0	0
OTU_2246	0	0	0	2	0	3	0	0	0	1	0	1	0	0	0	1	1	1
OTU_1935	0	0	0	0	1	0	0	2	1	2	1	0	0	0	0	0	0	2
OTU_3069	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	1	0	1
OTU_2631	0	0	0	0	0	0	0	0	0	0	0	0	2	1	4	0	0	0
OTU_2654	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2	0	0
OTU_3440	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0
OTU_3966	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0
OTU_4012	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0
OTU_2982	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_3179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
OTU_3991	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
OTU_1667	1	0	0	0	1	0	1	2	1	0	0	0	0	1	2	0	1	3
OTU_1899	1	3	0	0	0	0	2	2	1	1	0	0	2	6	3	0	0	0
OTU_1951	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	1	1	1
OTU_2489	0	0	0	1	2	2	0	0	0	1	1	0	0	0	0	1	0	0
OTU_1850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1
OTU_1060	5	5	7	0	1	3	2	4	5	0	1	0	3	5	3	2	0	1
OTU_1801	1	0	2	1	0	1	2	3	2	0	1	0	3	2	3	3	0	3
OTU_2170	0	0	0	1	3	0	0	0	0	2	3	0	0	0	0	0	1	3
OTU_1581	0	0	0	0	0	0	0	0	0	0	1	0	4	2	1	0	0	0
OTU_1585	0	0	0	2	0	0	0	0	0	2	0	1	0	0	0	1	0	0
OTU_3957	0	0	0	1	1	0	0	0	0	2	2	0	0	0	0	0	0	0
OTU_2580	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_2584	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1467	1	0	0	4	2	0	2	4	2	2	2	0	0	0	0	1	0	0
OTU_2242	1	0	0	1	1	1	1	0	0	0	3	0	0	0	2	0	0	0
OTU_1521	0	1	0	0	0	0	1	4	1	0	1	0	0	1	0	0	0	0
OTU_2375	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	1
OTU_3363	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0
OTU_3107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
OTU_2971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0
OTU_1558	1	0	1	3	2	3	1	3	1	3	3	0	1	2	2	2	0	5
OTU_1963	0	0	0	1	2	1	1	1	1	2	4	0	2	2	2	1	1	1
OTU_1114	2	4	2	0	0	0	1	4	9	2	0	0	5	1	5	0	1	0
OTU_952	0	5	0	0	1	0	0	0	0	2	8	3	1	1	4	4	3	3
OTU_1445	0	1	0	2	1	2	1	1	0	4	3	0	0	0	0	0	1	2
OTU_1759	0	0	0	3	1	1	0	1	0	0	4	1	1	1	0	2	0	2
OTU_767	1	1	0	0	1	2	0	0	0	4	7	0	1	0	0	3	6	4
OTU_1237	0	1	1	1	2	0	0	1	0	0	3	0	0	0	1	4	2	0
OTU_3020	0	0	0	1	2	1	0	0	1	1	2	0	0	0	0	1	3	1
OTU_3555	0	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	0
OTU_1327	1	6	0	0	0	0	0	0	0	0	0	0	10	3	8	0	0	0
OTU_2244	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0
OTU_2356	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	1
OTU_3076	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	3	1
OTU_3404	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
OTU_3044	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_3680	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0
OTU_2372	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_2498	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0
OTU_2889	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
OTU_3073	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_3248	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0
OTU_3345	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
OTU_3551	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_598	3	2	2	0	1	0	0	1	2	3	7	2	2	2	6	1	3	1
OTU_844	0	0	0	0	8	2	0	0	1	1	11	1	0	0	0	0	4	3
OTU_1879	0	0	0	1	0	0	0	1	0	0	0	0	5	0	3	0	0	2
OTU_1600	2	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0
OTU_4000	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1
OTU_2213	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0
OTU_2671	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2833	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0
OTU_3727	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
OTU_296	18	23	8	44	54	23	18	16	23	35	47	8	12	10	15	23	14	10
OTU_32	128	362	112	65	123	91	110	288	255	130	195	22	223	136	254	107	103	97
OTU_442	7	25	9	10	8	2	4	15	12	9	16	1	8	11	17	11	9	8
OTU_1048	2	9	1	7	8	2	4	2	1	4	8	5	3	0	0	2	3	3
OTU_1915	1	1	2	0	1	2	3	3	1	0	4	0	0	0	0	0	0	0
OTU_1195	0	1	0	0	3	0	0	1	0	1	0	0	0	0	2	2	0	2
OTU_2050	0	0	0	1	1	0	0	0	0	5	1	1	0	0	0	0	0	1
OTU_1815	0	0	0	0	0	3	0	0	0	1	0	0	2	0	2	0	0	0
OTU_2821	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1556	0	0	0	1	3	3	0	0	0	3	16	2	0	0	0	0	1	2
OTU_1042	3	10	5	0	3	3	1	12	2	2	2	0	0	0	0	0	0	1
OTU_149	45	121	32	49	64	34	68	120	106	69	83	17	46	18	46	49	38	48
OTU_262	39	74	20	16	26	7	10	18	12	34	33	11	22	18	35	23	19	17
OTU_793	8	12	1	4	15	4	0	5	6	6	11	2	20	15	18	3	8	8
OTU_135	51	94	38	60	78	47	23	73	96	77	73	22	61	29	94	58	71	80
OTU_170	15	39	13	16	18	10	4	22	11	30	38	12	103	51	122	31	27	28
OTU_2786	4	12	3	15	27	9	2	2	2	21	11	1	4	6	5	22	20	14
OTU_386	8	9	4	9	18	9	6	13	13	20	19	7	10	4	23	10	18	9
OTU_392	12	39	10	13	18	8	8	27	23	18	16	3	33	15	30	12	23	12
OTU_2114	2	12	4	3	3	0	4	1	2	8	7	0	9	7	12	1	0	5
OTU_1393	1	5	1	0	0	1	0	0	0	4	4	0	5	5	9	0	0	0
OTU_3063	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2
OTU_2670	0	0	0	0	0	0	2	0	0	0	2	1	0	0	1	1	1	0
OTU_4003	0	0	0	2	1	1	0	0	0	3	1	0	0	0	0	0	0	0
OTU_3103	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_223	11	15	3	28	39	29	3	9	7	31	28	14	2	2	1	20	27	35
OTU_285	7	17	4	14	19	12	10	17	19	19	12	9	10	7	12	23	27	28
OTU_297	6	12	3	17	21	14	10	14	12	21	18	4	2	3	5	16	14	17
OTU_374	16	22	6	2	5	5	7	5	7	7	13	3	10	17	14	13	11	6
OTU_70	154	288	105	90	117	82	208	296	327	126	83	24	85	72	114	57	70	72
OTU_96	32	31	22	53	49	51	58	47	72	65	51	26	15	15	14	39	41	38
OTU_622	8	10	3	9	0	2	11	17	16	6	8	1	4	8	4	2	3	2
OTU_921	0	3	1	11	15	11	0	0	2	10	8	1	0	0	0	7	8	3
OTU_1303	1	0	0	1	2	2	0	0	0	0	9	4	0	1	0	5	5	5
OTU_1272	0	1	3	0	1	0	0	0	3	1	2	0	0	0	2	0	1	3
OTU_1511	1	0	0	0	1	0	0	0	0	6	3	1	0	0	0	1	1	1
OTU_2350	0	0	0	0	0	0	0	1	3	2	1	0	0	0	0	0	0	0
OTU_3171	0	2	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0
OTU_3616	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_271	17	20	11	7	7	7	23	24	30	12	5	1	11	12	9	6	6	10
OTU_2728	11	23	18	33	26	29	36	47	72	41	50	5	27	29	27	35	27	41
OTU_325	27	36	12	21	36	23	24	50	66	23	32	11	28	25	45	32	26	30
OTU_304	19	25	9	11	4	9	9	20	20	3	21	5	0	2	5	6	4	9
OTU_765	4	6	0	4	5	4	3	2	6	8	3	2	1	3	3	2	3	5
OTU_2317	0	5	4	2	7	5	1	9	4	7	8	0	3	4	8	5	3	5
OTU_2053	0	0	0	2	1	1	0	0	0	0	0	0	1	0	0	0	0	2
OTU_3145	0	1	0	0	1	1	0	0	0	3	0	0	0	0	0	2	0	0
OTU_2792	70	83	47	146	109	121	96	131	178	165	139	44	49	65	58	112	90	110
OTU_6	244	382	177	337	288	288	237	286	358	499	325	128	314	283	394	399	365	395
OTU_2427	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_11	110	202	83	681	393	590	279	334	428	740	465	214	122	141	161	376	358	366
OTU_280	31	80	24	33	42	23	31	45	83	53	45	13	63	41	78	59	63	70
OTU_524	2	3	3	2	1	3	1	5	1	2	1	1	2	5	3	6	5	3
OTU_1831	0	1	0	4	2	1	3	0	1	4	4	1	1	1	1	8	4	9
OTU_1441	16	38	11	19	22	24	3	13	8	30	24	7	9	3	8	13	14	10
OTU_94	56	123	48	179	235	184	35	82	63	228	232	47	45	44	93	127	108	119
OTU_1960	0	0	0	4	1	0	0	0	0	2	2	0	0	0	0	2	0	0
OTU_3692	0	0	2	3	0	2	0	0	0	2	1	0	0	0	0	0	0	0
OTU_1295	0	1	0	5	2	4	2	0	0	3	7	0	4	4	11	4	1	4
OTU_2715	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	1	3	2
OTU_3132	0	0	0	1	1	4	0	0	0	0	0	1	0	0	0	0	0	0
OTU_3878	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1
OTU_3437	0	0	0	0	2	0	1	0	0	1	3	0	0	0	1	0	1	0
OTU_1517	55	98	31	181	270	176	46	93	94	243	247	73	147	83	174	321	326	332
OTU_1768	4	16	8	11	12	2	11	11	12	11	7	3	16	18	16	17	21	15
OTU_2068	7	35	12	3	10	10	22	22	14	6	7	4	12	15	26	3	7	6
OTU_23	228	578	209	111	190	141	210	410	411	213	258	49	447	295	542	185	167	190
OTU_2579	4	9	2	5	8	2	1	6	7	3	4	6	8	1	5	3	5	7
OTU_37	202	515	159	105	179	128	168	259	307	219	232	63	350	214	437	235	235	287
OTU_756	8	10	8	17	21	17	5	6	17	23	20	1	13	18	32	27	22	33
OTU_403	8	7	7	42	20	27	6	10	9	49	12	15	1	3	3	11	25	23
OTU_1151	43	41	27	91	87	71	41	45	55	120	72	35	12	23	18	81	61	72
OTU_39	48	82	47	156	98	129	69	51	47	215	106	46	22	20	22	99	74	119
OTU_3815	2	0	5	5	3	3	1	1	1	2	1	4	0	1	0	0	1	0
OTU_3146	0	0	1	1	2	0	0	0	0	1	1	0	0	0	1	0	0	0
OTU_1161	0	3	3	0	1	2	0	1	1	0	0	0	2	0	1	1	2	0
OTU_2636	0	0	0	0	0	0	0	0	0	1	0	0	1	1	7	2	1	0
OTU_2938	0	3	0	0	0	0	0	3	7	1	1	0	0	0	1	1	0	0
OTU_152	6	18	6	91	114	123	8	10	12	126	87	41	19	17	14	134	133	142
OTU_569	18	22	9	25	23	38	5	6	4	50	34	14	1	3	0	12	20	20
OTU_2355	0	1	3	0	6	4	0	1	0	3	7	2	2	0	2	5	2	2
OTU_3144	0	0	0	4	2	2	0	1	0	3	2	3	1	0	1	5	6	9
OTU_736	0	0	0	10	5	7	0	0	0	21	7	0	1	0	0	6	3	0
OTU_219	2	4	2	59	43	45	3	2	5	100	55	23	2	6	12	55	57	52
OTU_239	22	47	25	8	11	3	18	32	23	12	19	6	28	11	19	20	7	6
OTU_1333	5	4	2	1	3	2	1	9	12	0	2	1	2	1	2	2	0	3
OTU_583	0	4	3	1	0	3	1	5	4	6	2	0	2	6	5	1	6	4
OTU_894	0	0	1	0	2	0	0	3	2	2	2	0	0	0	0	7	4	12
OTU_1620	0	0	0	3	10	3	0	0	0	1	2	2	0	0	0	1	0	0
OTU_1588	0	0	0	0	2	3	0	0	0	4	0	0	0	0	0	0	0	0
OTU_943	0	0	0	4	6	5	0	0	0	1	1	0	0	0	0	0	0	0
OTU_648	1	1	1	18	21	17	1	1	0	18	25	8	0	0	2	10	15	7
OTU_420	55	92	40	4	3	2	10	25	12	4	4	2	0	0	0	0	0	1
OTU_210	52	90	39	18	23	16	19	35	51	24	23	5	4	6	7	9	6	4
OTU_727	0	0	1	1	0	2	2	2	4	2	6	0	0	1	0	3	4	3
OTU_755	9	15	3	0	2	0	1	4	5	3	4	1	1	0	0	0	0	0
OTU_206	3	5	3	33	23	29	12	12	29	40	35	15	7	17	2	29	19	20
OTU_272	13	5	8	7	8	12	15	5	13	13	9	4	2	4	3	7	9	18
OTU_333	10	3	2	9	8	9	4	5	6	21	6	3	3	3	2	9	7	14
OTU_424	11	5	5	6	4	9	13	5	5	9	1	6	1	8	1	7	3	9
OTU_426	2	5	6	19	9	12	14	17	19	20	9	4	13	9	10	10	11	13
OTU_913	0	4	1	15	4	17	9	10	6	15	5	2	1	9	5	7	8	4
OTU_531	0	4	2	9	8	7	0	7	8	9	3	1	7	6	1	1	8	8
OTU_438	5	0	1	6	0	8	1	2	0	7	5	3	4	8	5	15	16	21
OTU_1062	0	8	5	1	0	2	2	1	5	0	3	1	3	0	3	1	3	4
OTU_1928	1	2	1	0	1	1	0	1	1	2	4	0	0	1	2	3	0	2
OTU_1288	2	2	5	0	1	0	2	0	4	6	0	0	0	3	1	5	6	4
OTU_1819	0	1	1	1	0	0	0	1	0	0	0	0	4	0	4	2	1	3
OTU_871	0	0	0	1	0	2	1	0	2	0	0	0	2	0	1	9	6	5
OTU_1591	0	0	0	0	1	1	1	0	0	0	0	0	2	1	2	1	0	1
OTU_2069	1	0	1	0	1	0	2	0	0	1	0	0	0	2	0	1	0	4
OTU_2252	0	0	0	1	1	2	0	1	0	1	2	0	0	0	0	1	1	0
OTU_1601	6	9	8	8	10	12	1	6	3	14	13	3	19	15	22	9	6	9
OTU_444	1	5	3	3	1	0	0	3	2	2	2	1	16	10	21	3	4	2
OTU_3411	4	7	6	1	0	0	2	2	8	0	0	0	5	3	2	1	0	1
OTU_122	21	21	16	54	38	47	51	46	52	68	46	20	6	11	6	27	30	27
OTU_1411	14	7	4	4	7	4	6	4	4	6	12	7	1	2	5	7	3	6
OTU_175	11	33	14	6	4	1	7	12	18	15	7	4	56	43	75	5	5	10
OTU_181	47	48	51	14	5	21	41	39	34	29	5	8	18	27	19	22	14	27
OTU_212	42	63	35	21	30	32	45	62	62	41	42	16	35	37	39	33	38	42
OTU_292	12	13	8	8	14	15	17	29	22	21	16	5	13	6	9	12	13	6
OTU_3536	8	7	3	9	4	2	3	2	4	11	6	2	3	3	3	8	4	11
OTU_47	64	83	56	229	146	223	120	122	122	264	112	75	26	34	27	123	140	147
OTU_546	8	3	4	20	7	12	15	8	16	28	6	7	3	4	4	8	8	9
OTU_60	71	94	62	29	25	25	70	112	115	38	26	9	20	29	41	36	30	42
OTU_63	86	148	76	116	128	102	100	132	175	138	158	28	118	97	130	123	107	123
OTU_97	79	77	34	75	61	68	80	66	90	69	59	14	43	40	58	46	51	42
OTU_2606	3	5	1	3	1	2	2	1	1	1	6	0	1	1	1	6	1	1
OTU_764	3	5	2	2	6	4	1	1	4	6	6	2	3	0	0	2	5	1
OTU_959	12	12	9	15	12	11	8	12	8	18	9	4	0	0	6	4	7	5
OTU_658	1	0	0	1	0	3	2	1	1	2	2	5	2	2	4	5	8	2
OTU_768	1	3	1	3	3	3	1	0	0	1	6	0	3	3	2	6	2	3
OTU_1184	2	0	1	1	1	3	0	0	2	0	0	0	1	1	1	1	2	5
OTU_2018	0	3	0	9	0	4	1	3	1	2	3	0	0	1	0	1	0	2
OTU_2657	4	0	0	0	0	1	1	4	1	3	0	0	1	4	1	2	3	0
OTU_798	3	1	0	0	3	2	3	2	2	6	3	0	0	0	0	2	1	0
OTU_2890	0	0	0	0	0	4	1	1	0	1	0	1	2	1	0	0	0	1
OTU_1071	0	2	0	0	0	0	3	3	6	0	0	0	0	2	0	0	1	1
OTU_2630	0	0	0	0	0	1	0	0	1	1	2	0	0	0	1	1	0	0
OTU_320	1	1	0	0	0	0	0	0	0	0	0	1	39	40	55	0	0	0
OTU_3433	0	0	0	0	0	0	2	1	1	0	0	0	2	0	0	1	1	0
OTU_1643	0	1	0	3	0	0	0	0	0	3	5	0	0	0	0	2	0	0
OTU_1009	0	0	0	6	6	4	0	0	0	0	2	0	0	0	0	0	0	0
OTU_3029	0	0	0	0	1	2	0	0	0	0	0	0	1	2	0	0	0	0
OTU_115	113	148	102	8	7	27	42	45	50	56	30	7	213	234	237	27	32	20
OTU_116	95	196	67	32	56	32	15	40	26	81	77	31	157	115	217	97	93	115
OTU_1193	81	108	73	48	68	80	73	88	111	90	71	35	75	81	81	76	76	55
OTU_217	32	37	32	3	4	4	6	6	15	10	11	2	43	30	55	9	9	8
OTU_229	15	65	23	3	11	7	12	29	37	7	14	3	46	36	75	15	5	13
OTU_2422	12	24	6	1	6	1	3	9	8	13	14	3	11	7	18	14	13	16
OTU_265	7	11	9	78	111	68	7	10	15	85	89	22	8	15	12	66	83	73
OTU_2827	9	42	12	4	2	1	3	9	8	3	14	2	22	9	20	4	5	12
OTU_284	4	2	3	3	4	4	2	2	5	18	8	3	10	14	27	12	13	24
OTU_286	24	15	10	1	4	8	3	6	4	10	9	5	2	5	8	18	14	17
OTU_433	3	29	14	14	23	10	3	14	20	11	10	4	16	11	34	11	16	10
OTU_480	3	9	2	7	5	6	4	5	4	10	4	2	1	1	1	16	12	16
OTU_507	9	15	10	3	1	7	1	5	1	3	5	2	45	36	64	4	2	5
OTU_55	273	257	165	125	147	137	161	170	231	226	189	71	203	214	230	195	186	181
OTU_675	8	32	8	1	3	2	3	4	8	4	8	2	5	5	3	2	8	5
OTU_391	10	20	9	2	1	1	3	16	11	5	9	0	8	13	10	2	6	5
OTU_416	3	12	1	5	9	3	1	1	3	7	12	0	10	3	10	11	11	12
OTU_529	7	9	5	2	2	3	3	12	18	4	5	0	7	3	7	4	3	3
OTU_600	2	13	6	2	0	4	5	2	1	2	2	1	2	3	3	4	1	7
OTU_405	11	23	8	1	0	2	7	7	16	3	2	0	33	24	41	1	4	3
OTU_505	10	18	7	2	0	0	4	3	6	2	1	1	6	2	7	1	5	4
OTU_1528	1	1	1	2	4	1	1	2	1	3	2	0	0	0	2	4	5	1
OTU_2534	8	7	5	2	0	1	3	4	5	3	0	1	3	5	5	0	1	4
OTU_743	1	6	4	1	1	4	0	4	3	1	1	0	5	5	9	1	6	0
OTU_916	1	6	2	1	0	2	0	0	1	1	4	1	3	2	7	7	5	5
OTU_746	1	0	2	1	9	3	1	2	3	5	3	0	1	0	0	7	4	10
OTU_967	0	6	0	2	6	8	1	3	3	7	3	1	0	0	4	5	3	2
OTU_953	2	7	0	0	1	1	0	2	1	4	2	1	5	0	3	1	4	0
OTU_1108	0	0	0	1	2	1	2	2	3	3	1	0	0	2	1	4	0	1
OTU_1405	0	3	0	1	0	1	3	1	2	0	1	1	1	1	2	0	0	2
OTU_1524	0	2	1	1	3	2	0	1	1	0	0	0	1	0	2	4	1	3
OTU_883	0	1	0	3	2	0	0	1	0	2	4	0	16	3	11	3	4	5
OTU_723	4	6	0	1	2	0	2	3	0	0	0	0	7	8	5	1	0	3
OTU_1343	1	1	0	0	3	1	1	2	0	0	3	0	0	0	0	1	3	2
OTU_885	0	1	0	0	8	1	0	0	1	3	2	0	1	0	0	3	2	3
OTU_830	0	0	0	1	5	5	0	0	0	2	2	3	0	0	0	5	5	3
OTU_1580	0	0	0	0	0	0	0	0	0	3	0	0	1	2	1	1	1	3
