Query_id	tax
total_17899345	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_17900189	k__Bacteria
total_17900247	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_17900407	Unclassified
total_17901519	k__Bacteria;p__Actinobacteria
total_1790155	k__Bacteria
total_17902262	k__Bacteria
total_17902370	k__Bacteria
total_17903233	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Balneolaceae;g__Gracilimonas;s__Gracilimonas_tropica
total_1790348	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Dysgonomonas;s__Dysgonomonas_mossii
total_17903909	k__Bacteria
total_17905124	k__Bacteria
total_17905249	k__Bacteria;p__Proteobacteria
total_1790556	k__Bacteria
total_17905834	k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Thermales;f__Thermaceae
total_17906476	k__Bacteria;p__Bacteroidetes
total_17906585	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_17906890	k__Bacteria
total_17907361	Unclassified
total_17908549	k__Bacteria
total_17909349	k__Bacteria
total_17910003	k__Bacteria
total_17911007	k__Bacteria
total_17911656	k__Bacteria
total_17911694	k__Bacteria
total_17911976	k__Bacteria
total_17912792	Unclassified
total_17912811	k__Bacteria
total_17912828	k__Bacteria
total_1791324	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_17914162	Unclassified
total_17914211	Unclassified
total_17915138	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae
total_17915683	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_17916152	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_17917399	k__Bacteria
total_17917438	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_1791802	k__Bacteria;p__Proteobacteria
total_17918147	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__Thioalkalivibrio
total_17918181	Unclassified
total_17918318	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_17919466	k__Bacteria
total_17919558	k__Bacteria;p__Acidobacteria
total_1792020	k__Bacteria
total_17920911	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae
total_17920974	k__Bacteria
total_17921725	Unclassified
total_17921814	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae
total_17922078	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
total_17922412	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Geodermatophilales;f__Geodermatophilaceae
total_179226	k__Bacteria
total_1792292	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_1792364	k__Bacteria;p__Proteobacteria
total_17923680	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_17924988	k__Bacteria
total_17925091	k__Bacteria
total_17925239	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_17925567	k__Bacteria
total_179261	k__Bacteria;p__Bacteroidetes
total_17926735	k__Bacteria
total_17927065	k__Bacteria;p__Proteobacteria
total_17927110	k__Bacteria
total_17927698	k__Bacteria
total_17928178	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales
total_17928720	k__Bacteria
total_17929691	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17929949	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_17930291	k__Bacteria
total_17930464	k__Bacteria
total_17931220	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae
total_17931977	k__Bacteria
total_17931982	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17932171	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_17932224	k__Bacteria
total_17932247	k__Bacteria
total_17932618	k__Bacteria;p__Proteobacteria
total_1793296	k__Bacteria
total_1793421	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_17934265	k__Bacteria
total_17934305	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_17934474	k__Bacteria
total_1793467	k__Archaea;p__Thaumarchaeota
total_17934863	Unclassified
total_17934943	k__Bacteria
total_17935196	Unclassified
total_17935588	k__Bacteria
total_17935589	k__Bacteria
total_17936381	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17936843	k__Bacteria
total_17937781	k__Bacteria
total_17937789	k__Bacteria
total_17937876	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_179382	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_17938655	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae
total_17941284	k__Bacteria
total_17941702	k__Bacteria
total_17941770	k__Bacteria
total_179419	k__Bacteria
total_17942201	k__Bacteria;p__Proteobacteria
total_17942465	k__Bacteria
total_17942889	k__Bacteria
total_17943193	k__Bacteria
total_17943307	k__Bacteria
total_17943649	k__Bacteria;p__Proteobacteria
total_17944165	k__Bacteria
total_1794418	k__Bacteria
total_1794440	k__Bacteria
total_17944634	k__Bacteria
total_17944653	k__Bacteria
total_17944690	k__Bacteria
total_1794528	k__Bacteria
total_17945579	k__Bacteria
total_17945928	k__Bacteria
total_17946089	k__Bacteria
total_17946289	k__Bacteria
total_17946742	k__Bacteria
total_17947368	k__Bacteria
total_17947956	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales
total_17947991	k__Bacteria
total_17948697	k__Bacteria;p__Proteobacteria
total_1794939	k__Bacteria
total_17951049	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae
total_17951053	k__Bacteria
total_17951224	k__Bacteria
total_179515	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
total_17951544	k__Bacteria;p__Bacteroidetes
total_17951650	k__Bacteria
total_17951960	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_17952938	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_17955284	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17955379	k__Bacteria
total_179557	k__Bacteria
total_17955731	k__Bacteria
total_1795603	k__Bacteria
total_17956187	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_17956602	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_17957010	k__Bacteria
total_17957050	k__Bacteria
total_1795706	k__Bacteria
total_1795759	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_17957644	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_17957725	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_17958622	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae
total_17959209	k__Bacteria
total_17959330	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_1795946	k__Bacteria
total_17960055	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17960170	k__Bacteria
total_17960209	k__Bacteria
total_17960381	k__Bacteria
total_17960690	k__Bacteria
total_17960851	k__Bacteria
total_1796110	k__Bacteria
total_17961141	k__Bacteria
total_17961568	k__Bacteria
total_17961606	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_1796166	Unclassified
total_17962026	k__Bacteria
total_17962343	k__Bacteria
total_17962604	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
total_1796263	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_17962857	Unclassified
total_17963736	Unclassified
total_17964092	k__Bacteria
total_17964963	k__Bacteria;p__Proteobacteria
total_17966	k__Bacteria
total_17966811	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Acidobacterium;s__Acidobacterium_capsulatum
total_17966875	k__Bacteria;p__Firmicutes;c__Bacilli
total_17967844	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_1796934	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae
total_1796985	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae
total_1796992	k__Bacteria
total_17970151	k__Bacteria
total_17971017	k__Bacteria
total_17971188	k__Bacteria
total_17971279	k__Bacteria
total_17971384	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium_tardaugens
total_17973767	k__Bacteria
total_17973979	k__Bacteria
total_17974164	k__Bacteria
total_17974270	k__Bacteria
total_17974599	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium;s__[Clostridium]_papyrosolvens
total_17974886	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17975201	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_17975441	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_17975543	k__Bacteria;p__Proteobacteria
total_17976327	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_179765	Unclassified
total_1797664	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Oleiagrimonas;s__Oleiagrimonas_soli
total_1797665	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
total_1797666	Unclassified
total_17976717	k__Bacteria
total_17976996	k__Bacteria
total_17977234	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae
total_17977689	k__Bacteria
total_1797809	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_17978220	k__Bacteria
total_17978778	k__Bacteria
total_17978825	k__Bacteria
total_17979118	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Pontibacter;s__Pontibacter_actiniarum
total_17979582	k__Bacteria
total_17979881	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_17980621	k__Bacteria
total_17980773	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_17981010	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae
total_17981775	k__Bacteria
total_17981776	k__Bacteria
total_17981792	k__Bacteria
total_1798231	k__Bacteria
total_17982590	k__Bacteria
total_17983388	k__Bacteria
total_17983390	k__Bacteria
total_1798340	k__Bacteria
total_17983734	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_1798379	k__Bacteria
total_17985067	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales
total_17985148	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_1798573	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales
total_17986050	k__Bacteria;p__Proteobacteria
total_17986217	k__Bacteria
total_1798635	k__Bacteria
total_17986752	Unclassified
total_17986999	k__Bacteria
total_17987922	Unclassified
total_17988278	k__Bacteria
total_17988760	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17988860	k__Bacteria;p__Proteobacteria
total_17989381	k__Bacteria
total_179900	k__Bacteria
total_17990356	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17990555	k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae;g__Candidatus_Solibacter;s__Candidatus_Solibacter_usitatus
total_17990674	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_17990890	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_17992393	k__Bacteria
total_17992566	k__Bacteria
total_17992837	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_17992838	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_17993062	k__Bacteria
total_17993979	k__Bacteria
total_17994355	k__Bacteria;p__Proteobacteria
total_17994712	k__Bacteria
total_17994762	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae
total_17995050	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_17995255	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__Gemmatimonas_sp._SM23_52
total_17995584	k__Bacteria
total_17996250	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_17997521	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_1799786	k__Bacteria
total_17997864	k__Bacteria
total_1799846	k__Bacteria
total_1799868	k__Bacteria
total_17998987	k__Bacteria
total_17999377	k__Bacteria
total_17999548	k__Bacteria
total_18000250	k__Bacteria
total_18000531	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_18000546	k__Bacteria;p__Proteobacteria
total_18000982	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_18001448	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales
total_18003293	k__Bacteria;p__Bacteroidetes
total_18003446	k__Bacteria;p__Proteobacteria
total_180050	k__Bacteria
total_18005057	k__Bacteria
total_18005283	k__Bacteria
total_18005462	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_18005662	Unclassified
total_18005765	k__Bacteria
total_18005795	k__Bacteria
total_18006381	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
total_18007031	k__Bacteria
total_18007267	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_18008395	k__Bacteria
total_18008733	Unclassified
total_18008798	k__Bacteria
total_18009423	k__Bacteria
total_18010262	k__Bacteria
total_18010958	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae
total_18011106	k__Bacteria
total_18011192	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_18011461	k__Bacteria
total_18011462	k__Bacteria
total_18011472	k__Bacteria
total_18011473	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus
total_18011477	k__Bacteria
total_18011479	k__Bacteria
total_18011481	k__Bacteria
total_18011483	k__Bacteria
total_18011758	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_18012110	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_18012310	k__Bacteria
total_18012689	k__Bacteria
total_1801281	k__Bacteria;p__Bacteroidetes
total_18013171	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_18014274	k__Bacteria
total_1801435	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_1801462	k__Bacteria
total_18014877	k__Bacteria
total_1801566	k__Bacteria
total_18016359	Unclassified
total_18017139	k__Bacteria
total_1801741	k__Bacteria
total_18017635	k__Bacteria;p__Proteobacteria
total_18017669	k__Bacteria
total_18018109	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae
total_18019025	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_18020309	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas_sp._URHD0057
total_18020469	k__Bacteria
total_18020618	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales
total_18020694	k__Bacteria
total_18021027	k__Bacteria
total_18021178	k__Bacteria
total_18022444	Unclassified
total_18022445	k__Bacteria
total_18022448	k__Bacteria
total_1802254	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_18022940	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_18022962	k__Bacteria
total_1802342	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_18023440	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales
total_18023443	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_1802363	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_18023844	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__Gemmatirosa_kalamazoonesis
total_1802395	k__Bacteria
total_18024445	k__Bacteria;p__Proteobacteria
total_18024489	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_18025370	k__Bacteria
total_18025735	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_18025885	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_18026352	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_18026586	k__Bacteria
total_18027120	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_18027403	k__Bacteria;p__Proteobacteria
total_18028440	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_18029935	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_18030498	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_18031176	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae
total_18031520	k__Bacteria
total_18032434	k__Bacteria
total_18032560	k__Bacteria
total_18033943	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_18034294	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_18035016	k__Bacteria
total_18035630	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_18036134	k__Bacteria
total_18036325	k__Bacteria
total_1803654	k__Bacteria
total_18036884	k__Bacteria
total_18037273	k__Bacteria
total_18037574	k__Bacteria
total_18037819	k__Bacteria
total_18037820	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_18038626	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_18038981	k__Bacteria
total_1803902	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Mizugakiibacter;s__Mizugakiibacter_sediminis
total_18039819	k__Bacteria
total_18040262	k__Bacteria
total_1804085	k__Bacteria
total_18041550	Unclassified
total_18041760	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_18041894	k__Bacteria
total_18042015	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_1804206	k__Bacteria
total_18042502	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_18042532	Unclassified
total_18042565	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_18043222	k__Bacteria
total_18043530	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae
total_18043648	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_18043801	k__Bacteria
total_1804382	k__Bacteria;p__Bacteroidetes
total_18044084	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
total_18044112	k__Bacteria
total_18044553	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_18044821	Unclassified
total_1804521	k__Bacteria
total_1804530	Unclassified
total_18045335	k__Bacteria
total_18045440	Unclassified
total_18046121	k__Bacteria
total_18047977	k__Bacteria
total_18048295	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
total_1804913	k__Bacteria
total_1804945	k__Bacteria;p__Bacteroidetes
total_18049917	Unclassified
total_18050684	k__Bacteria
total_18051012	k__Bacteria
total_18051502	k__Bacteria
total_18051616	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae
total_1805238	k__Bacteria
total_18052833	k__Bacteria
total_18052902	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_18053728	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae
total_18053794	k__Bacteria
total_18053797	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_1805410	k__Bacteria
total_18054633	k__Bacteria
total_18054637	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_18055073	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae
total_18055085	k__Bacteria
total_18055573	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_18055574	k__Bacteria
total_18055731	k__Bacteria
total_18055781	k__Archaea;p__Euryarchaeota;c__Halobacteria
total_18056031	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_18056226	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales
total_18056514	k__Bacteria
total_18057243	k__Bacteria
total_18057649	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_18057918	Unclassified
total_18057990	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_1805804	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_18058250	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_18058493	k__Bacteria
total_18059172	k__Bacteria
total_18059216	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_18059300	k__Bacteria;p__Actinobacteria
total_18059334	k__Bacteria
total_18059394	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_18061709	k__Bacteria
total_18061918	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_18062203	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_18062330	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_18062523	k__Bacteria
total_18063049	Unclassified
total_1806390	k__Bacteria
total_18064910	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_18065460	k__Bacteria
total_18065671	k__Bacteria
total_18065802	k__Bacteria
total_1806595	k__Bacteria
total_1806596	k__Bacteria
total_18066146	k__Bacteria
total_1806634	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_18066966	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter
total_18067395	k__Bacteria
total_18067402	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas
total_1806783	k__Bacteria
total_1806811	Unclassified
total_1806812	k__Bacteria
total_18068134	k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales
total_18068135	k__Bacteria;p__Acidobacteria
total_18068379	k__Bacteria
total_18068663	k__Bacteria
total_18068820	k__Bacteria;p__Proteobacteria
total_18069168	k__Bacteria;p__Proteobacteria
total_18070425	k__Bacteria
total_18070640	Unclassified
total_1807104	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae
total_18073508	k__Bacteria
total_18073746	k__Bacteria
total_18074103	k__Bacteria
total_18074387	k__Bacteria;p__Bacteroidetes
total_18074575	k__Bacteria
total_18074681	k__Bacteria;p__Proteobacteria
total_1807539	k__Bacteria;p__Bacteroidetes
total_18075408	k__Bacteria
total_18075490	k__Bacteria
total_18076061	k__Bacteria;p__Proteobacteria
total_18076210	k__Bacteria;p__Proteobacteria
total_18076689	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_18076690	k__Bacteria;p__Proteobacteria
total_1807818	k__Bacteria;p__Proteobacteria
total_18078484	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
total_18079406	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales
total_18079919	k__Bacteria
total_18080714	k__Bacteria;p__Proteobacteria
total_18081063	k__Bacteria
total_18081064	k__Bacteria
total_18081223	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_18081485	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_18081641	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae
total_18081693	k__Bacteria
total_18082005	k__Bacteria
total_18084737	k__Bacteria
total_1808555	k__Bacteria
total_18086094	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae
total_18086806	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_18087853	k__Bacteria
total_18088376	k__Bacteria
total_18088671	k__Bacteria
total_18089255	k__Bacteria
total_18089290	k__Bacteria
total_18089608	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_18090382	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_18090678	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_18091136	k__Bacteria
total_18091175	k__Bacteria
total_18091382	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__Gemmatimonas_sp._SM23_52
total_18091770	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_18092909	k__Bacteria
total_18093026	k__Bacteria
